index,post_id,post,CoHARE_im_batch4_grad8,CoHARE_im_batch4_grad8_pred,CTI_im_batch4_grad8,CTI_im_batch4_grad8_pred,C_im_batch4_grad8,C_im_batch4_grad8_pred,target,implied_statement
2051,2051,think they're just making sure they don't accept people with skinhead gang tats lol,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2082,2082,it's okay they can call him a black white supremacist . so it does get blamed on white people !,O,"(A) Hate. 1.The post starts by stating ""it's okay they can call him a black white supremacist."" This implies that the person being referred to is being labeled as a black white supremacist. 2. The post then states ""so it does get blamed on white people!"" This implies that the person being referred to is being unfairly blamed for their race. 3. The post targets black people by suggesting that they are being unfairly blamed for their race. This implies that black people are being unfairly blamed for their own race, which is offensive and perpetuates negative stereotypes about black people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,white people,White people are blamed for everything.
2083,2083,now if you actually care about white people in america you aren't allowed to honor the dead  sickening,O,"(B) Not hate. 1.The post starts by stating ""now if you actually care about white people in America."" This suggests that the post is addressing a specific group of people who care about white people in America. 2. The post then states ""you aren't allowed to honor the dead sickening."" This implies that the post is referring to a situation where white people are not allowed to honor the dead. Based on this analysis, the post does not appear to be hate speech. It expresses a viewpoint about the treatment of white people in America and criticizes the situation, but it does not contain any explicit or direct hate speech towards any specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2087,2087,: i have done my understanding . it a about jihad . done . lesson over . doesn't take a genius .,O,"(A) Hate. 1.The post starts by stating ""i have done my understanding,"" implying that the person has gained some knowledge or understanding. 2. The post then mentions ""jihad,"" which is a term associated with Islam and Muslims. 3. The post then states ""it a about jihad,"" suggesting that the person believes Muslims are involved in jihad. 4. The post concludes by saying ""lesson over,"" implying that the person has learned something. 5. The post concludes by stating ""doesn't take a genius,"" suggesting that Muslims are not intelligent or intelligent. This post can be considered offensive because it targets Muslims by associating them with jihad and implies that they are not intelligent. It perpetuates negative stereotypes and promotes discrimination against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,muslims,Muslims are subversive
2111,2111,if you also think white heritage is hate  would you feel comfortable living in a country with zero white heritage ? be honest .,O,"(B) Not hate. 1.The post starts by mentioning ""white heritage,"" which refers to the cultural and historical heritage of white people. 2. It then asks if the person who believes in white heritage would feel comfortable living in a country with zero white heritage. 3. The post concludes by asking the person to be honest. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about the cultural and historical heritage of white people and asking if they would feel comfortable living in a country with zero white heritage.",Miss,(A) Hate.,Miss,(A) Hate.,,
2118,2118,if fleeing criminal gangs allows you refugee status in america  will white south africans also qualify ?,O,"(B) Not hate. 1.The post mentions ""fleeing criminal gangs"" and ""refuge status in America."" 2. It questions whether white South Africans also qualify for this status. Based on this information, the post does not appear to be hate speech. It is discussing the possibility of obtaining refugee status in America based on the status of individuals who have fled criminal gangs.",Miss,(A) Hate.,Miss,(A) Hate.,,
2134,2134," : berlin is the  "" new jerusalem "" "" : more and more israeli jews moving to germany """,O,"(B) Not hate. 1.The post mentions Berlin being the ""new Jerusalem"" and more Israeli Jews moving to Germany. 2. It does not contain any explicit derogatory language or offensive slurs. 3. It does not target or discriminate against any specific group based on their race, religion, ethnicity, or other protected characteristics. 4. It does not incite violence or promote harm towards any group. Based on these steps, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
2141,2141,"what phrase do black men always love to hear ? "" you are not <allcaps> the father ! """,O,"(A) Hate. 1.The post starts by asking a question about a phrase that black men always love to hear. 2. The post then provides a response to the question, stating that the phrase is not ""all caps"" the father. Based on this analysis, the post can be considered hate speech. It perpetuates a stereotype about black men and implies that they are not fathers.",Miss,(B) Not hate.,Miss,(B) Not hate.,,
2148,2148,why are you guys basicly pro white non jew bernie sanders ?,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2165,2165,chris the smirking jew wallace is such a jew .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2177,2177,we do not have to except unvetted immigrants obama's scheme to alter america's make up ..,O,"(A) Hate. 1.The post specifically mentions ""unvetted immigrants"" and implies that they are part of Obama's scheme to alter America's make-up. This targets immigrants by suggesting that they are not part of the desired or accepted group. 2. The post suggests that immigrants are not part of Obama's scheme to alter America's makeup. This implies that immigrants are not part of the desired or accepted group, suggesting that they are not part of the desired or accepted group. 3. The post further implies that immigrants are a burden on America by suggesting that they are a negative influence on the country's makeup. This implies that immigrants are a burden on society and that they are a burden on society. Overall, the post targets immigrants by suggesting that they are not part of the desired group and implies that they are a burden on society. This can be considered offensive as it promotes negative stereotypes and discriminates against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,blacks,Blacks are destroying the white race
2189,2189,unless when white people do it it's fine,O,"(B) Not hate. 1.The post states ""unless when white people do it it's fine."" 2. The post is expressing a condition or condition for something, which is not specified in the post. 3. The condition is not specified in the post, so it is unclear what the condition is referring to. 4. The post does not contain any explicit derogatory language or offensive slurs. Based on the given information, it is difficult to determine whether the post is hate speech or not. The post does not contain any explicit derogatory language or offensive slurs. However, without further context or information, it is not possible to make a definitive decision.",Miss,(A) Hate.,Miss,(A) Hate.,,
2198,2198,yes jail them so they can cost taxpayers more $ than their food stamps did,O,"(A) Hate. 1.The post mentions ""jail them,"" which implies that immigrants should be jailed. This targets immigrants as a group. 2. The post then compares the cost of jailing immigrants to the cost of taxpayers, implying that immigrants are a burden on taxpayers. 3. The post further implies that immigrants are a burden on taxpayers by stating that they will cost taxpayers more than their food stamps did. This implies that immigrants are a burden on taxpayers and that they are a drain on taxpayers. Overall, the post targets immigrants by portraying them as a burden on taxpayers and implies that they are a drain on taxpayers. This can be considered offensive as it perpetuates negative stereotypes and promotes discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities should be in jail.
2220,2220,: anti-white un boss demands more non-white immigration into britain  despite major opposition,O,"(A) Hate. 1.The post specifically mentions an ""anti-white un boss"" demanding more non-white immigration into Britain. This targets immigrants by suggesting that they are the ones who are being targeted and criticized. 2. The post implies that immigrants are a threat to white people by stating that the boss is demanding more non-white immigration despite ""major opposition."" This implies that immigrants are a problem or a threat to white people. 3. The post further implies that immigrants are a problem by stating that the boss is demanding more non-white immigration despite ""major opposition."" This implies that immigrants are a problem or a threat to white people, reinforcing negative stereotypes and promoting a divisive and discriminatory view towards immigrants. Overall, the post targets immigrants by portraying them as a threat to white people and implies that they are a problem. This can be considered offensive as it promotes a negative and discriminatory view towards immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,progressives,Progressives listen to no one
2249,2249,it was a tragic #war - #hitler #germany #jews #history,O,"(B) Not hate. 1.Identify the content: The post mentions a tragic war and includes hashtags related to Hitler, Germany, Jews, and history. 2. Analyze the context: The post seems to be discussing a historical event and mentioning Hitler, Germany, Jews, and history. 3. Evaluate the intent: The post does not explicitly express hatred or discrimination towards any specific group. However, it does mention Hitler, which is a historical figure associated with hate and genocide. 4. Consider the impact: The post does not directly promote hate or discrimination towards any group. Based on the analysis, the post does not appear to be hate speech. It is discussing a tragic event and mentioning Hitler, Germany, Jews, and history.",Miss,(A) Hate.,Miss,(A) Hate.,,
2260,2260,: rural america currently lays in ruins.congress teams up to condemn them as white supremacists . #cuckservativelogic @,O,"(A) Hate. 1.The post mentions ""rural America"" and implies that it is in ruin. This targets the group of conservatives by suggesting that they are responsible for the decline or destruction of rural America. 2. The post then mentions that ""congress teams up to condemn them as white supremacists."" This implies that conservatives are being accused of being white supremacists. 3. The use of the hashtag #cuckservativelogic further reinforces the negative portrayal of conservatives as weak or emasculated. Overall, the post is offensive because it targets conservatives by suggesting that they are hypocritical and unable to think for themselves. It also implies that conservatives are not logical or rational in their beliefs. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,white people,White people are being labeled as white supremacists in rural areas of the country
2264,2264,you guys are worse than hitler . you hsould all burn . you are worse than the kkk . black and white unite ! ! !,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2265,2265,white ? portuguese ? give us a break,O,"(B) Not hate. 1.The post mentions the terms ""white"" and ""Portuguese"" in a sarcastic manner. 2. It suggests that the speaker is referring to the speaker's own race or ethnicity. 3. It concludes by saying ""give us a break,"" which implies that the speaker is expressing frustration or disbelief about the speaker's race or ethnicity. Based on this analysis, the post does not appear to be hate speech. It may be seen as a sarcastic or dismissive comment, but it does not contain any explicit or direct hate speech towards a specific race or ethnicity.",Miss,(A) Hate.,Miss,(A) Hate.,,
2283,2283,you support white cops who kill people who look like my husband . admit it . you think brown people are less than .,O,"(B) Not hate. 1.The post starts by stating ""you support white cops who kill people who look like my husband."" This statement is expressing a negative opinion about white cops and their actions. 2. The post then states ""admit it."" This implies that the person being addressed has admitted to supporting white cops who kill people who look like their husband. 3. The post concludes by stating ""you think brown people are less than."" This statement is expressing a belief that brown people are not as important or deserving of support as white cops. Based on this analysis, the post does not appear to be hate speech. It expresses a negative opinion about white cops and their perceived bias towards brown people. However, it does not contain any explicit or direct hate speech towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2297,2297,don't upset the white kids,O,"(B) Not hate. 1.Identify the content: The post is a statement urging people not to upset white kids. 2. Analyze the context: Without any additional context, it is difficult to determine the intent or meaning behind the statement. 3. Evaluate the language used: The language used in the post is not explicitly hateful or derogatory towards any specific race or group. However, it does mention ""white kids,"" which could potentially be seen as a reference to a specific racial group. 4. Consider the impact: The post does not directly target or demean any specific race or group. It does not promote violence, discrimination, or harm towards any racial group. Based on the analysis, the post does not appear to be hate speech. However, it is important to note that without further context, it is difficult to fully determine the intent or potential impact of the statement.",Miss,(A) Hate.,Miss,(A) Hate.,,
2342,2342,is white genocide a parody ?,O,"(B) Not hate. 1.The post is asking a question about whether ""white genocide"" is a parody. 2. The term ""white genocide"" refers to a conspiracy theory that claims there is a deliberate effort to eliminate white people. 3. The post does not provide any context or evidence to support this claim. 4. The post does not provide any additional information or context about the topic. Based on the given information, the post does not appear to be hate speech. It is a question seeking clarification on whether ""white genocide"" is a parody.",Miss,(A) Hate.,Miss,(A) Hate.,,
2343,2343,a congress with a majority of white people who kill and exterminate native indians ? those white ilegal immigrants ?,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2352,2352,wrong on many levels . hes a disgrace . america is the land of the free & opportunity that pink was raised by white bc his own black parents didnt want him . his oppression is phony ! ! ! and the are just as ridiculous .,O,"(B) Not hate. 1.The post starts by stating ""wrong on many levels."" This is a subjective opinion and does not necessarily constitute hate speech. 2. The post then states ""he's a disgrace."" This is an opinion and does not necessarily constitute hate speech. 3. The post mentions ""America is the land of the free & opportunity that pink was raised by white because his own black parents didn't want him."" This statement is a factual statement and does not appear to be hate speech. 4. The post concludes by stating ""his oppression is phony."" This statement expresses a negative opinion about the oppression being discussed. While it may be a strong opinion, it does not directly promote hate or discrimination towards any specific group. Based on this analysis, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
2364,2364,i think there's a factory in florida somewhere that churns out carbon copy boomer cucks .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2375,2375," jewish professor angers jews : found this and thought it could be useful . jewish professor angers jews .  "" ... m ... """,O,"(B) Not hate. 1.The post mentions a Jewish professor angering Jews. 2. It states that the person found something useful and thought it could be useful. 3. It concludes by stating that the Jewish professor angers Jews. Based on this analysis, the post does not appear to be hate speech. It is expressing a personal opinion about a Jewish professor's impact on Jews.",Miss,(A) Hate.,Miss,(A) Hate.,,
2384,2384,i'm brown and white can i still join or is there a rule ?,O,"(B) Not hate. 1.The post starts by stating ""i'm brown and white."" This is a statement about the person's race and ethnicity. 2. The post then asks if they can still join or if there is a rule. This is a question about whether there is a specific rule or policy that restricts individuals from joining a certain group. Based on this analysis, the post does not appear to contain hate speech. It is a question about the person's racial identity and the potential restrictions on joining a certain group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2403,2403,white genocide in the united states of america a 100 year history | read more : via,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2404,2404,my fave question to ask counter protesters ( who are always majority white ) is why do they hate white people .,O,"(A) Hate. 1.The post specifically mentions ""counter protesters"" and questions why they hate white people. This targets the group of white people by singling them out as the subject of the question. 2. The post implies that white people are the ones who hate white people. This generalization is offensive because it stereotypes and generalizes an entire racial group based on the actions of a few individuals. 3. The post also implies that white people are the ones who hate white people. This is a harmful stereotype and promotes division and animosity between different racial groups. Overall, the post is offensive because it targets white people and implies that they are the ones who hate white people. It promotes a negative and harmful stereotype about white people, which is discriminatory and promotes division and animosity. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,liberals,Liberals hate whites
2406,2406,white power fist t-shirt from the white resister | read more :,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2448,2448,then u totally avoided the question . y dont u support putin who is doing so much work to morally & spirituallystrengthen the white race ?,O,"(B) Not hate. 1.The post starts by mentioning that the person being addressed has avoided a question. 2. It then asks a question about why the person does not support Putin. 3. It states that Putin is doing a lot of work to morally and spiritually strengthen the white race. Based on this analysis, the post does not appear to be hate speech. It is expressing a political opinion and questioning the support for Putin's actions.",Miss,(A) Hate.,Miss,(A) Hate.,,
2450,2450,prof to all white americans : admit your racist poison via,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2461,2461,ur preaching to choir . my point is lefties saunter in and act like white skin buys them something with white nats . it doesn't .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2463,2463,proud white women speak out against white genocide ( video ) via love these gal's !,O,"(B) Not hate. 1.The post mentions ""proud white women"" speaking out against ""white genocide."" 2. It includes a video link to a video. 3. It expresses love for these women. Based on this analysis, the post does not appear to be hate speech. It is expressing support for white women speaking out against a perceived threat to their own race.",Miss,(A) Hate.,Miss,(A) Hate.,,
2474,2474,there is no law saying white people cant enjoy the same freedoms as every other race . take ours we take yours in court .,O,"(B) Not hate. 1.The post states that there is no law saying white people can't enjoy the same freedoms as every other race. 2. It then states ""take ours we take yours in court."" Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint about the rights of white people and expressing a desire to take their rights to court.",Miss,(A) Hate.,Miss,(A) Hate.,,
2492,2492,by the way robert  shias don't believe in sahih bukhari / muslim . will you be addressing their own hadiths in future ?,O,"(B) Not hate. 1.The post mentions ""robert shias"" and ""sahih bukhari / muslim."" 2. It asks if the person being addressed will be addressing their own hadiths in the future. Based on this information, the post does not appear to be hate speech. It is simply stating a fact about the beliefs of a specific group of people.",Miss,(A) Hate.,Miss,(A) Hate.,,
2493,2493,i'd bet everything i own that you have never once called out another group on this . you are anti-white  got called out  and are deflecting .,O,"(B) Not hate. 1.The post starts by stating that the person being addressed has never called out another group on something. 2. The post then accuses the person of being anti-white. 3. The post suggests that the person has been called out and is deflecting. Based on this analysis, the post does not appear to be hate speech. It may express frustration or disagreement with the person's actions or beliefs, but it does not contain any explicit or direct expressions of hatred or discrimination towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2495,2495,neanderthal dna master race,O,"(A) Hate. 1.The post uses the term ""neanderthal"" to refer to a specific racial group, which is not explicitly mentioned in the post. However, the term ""neanderthal"" is often used to dehumanize and degrade people of African descent. This targets the group of Africans by implying that they are primitive and less evolved. 2. The post also mentions a ""master race,"" which implies that Africans are superior to other races. This further targets the group by suggesting that they are somehow lesser or inferior to other races. 3. The implied meaning of the post is that Africans are inferior to other races. This is derived from the use of the term ""neanderthal"" and the implication that Africans are inferior to other races. Overall, the post is offensive because it uses derogatory language, promotes racial superiority, and perpetuates harmful stereotypes about Africans. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,immigrants,Immigrants are ignorant
2497,2497,white pride til i die,O,"(A) Hate. 1.The post explicitly mentions ""white pride,"" which suggests that it is targeting white people. 2. The phrase ""til I die"" implies that the person who wrote the post is expressing their own death, which could be interpreted as a threat or a threat. 3. The implied meaning of the post is that white people should feel pride in their race, which can be seen as promoting a sense of superiority or superiority over other racial groups. This post can be considered offensive because it promotes a sense of racial superiority and exclusion based on race. It promotes a sense of racial superiority and exclusion, which can be harmful and discriminatory to individuals of other races. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,white people,White people are superior.
2510,2510,after they killed all the whites  they killed all those of mixed race .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2519,2519,6 . you blame whites for non-white failure while i accept the diversity of abilities within each race ...,O,"(B) Not hate. 1.The post starts by stating ""you blame whites for non-white failure."" This statement suggests that the person being addressed is blaming whites for non-white failure. 2. The post then states ""while I accept the diversity of abilities within each race."" This statement acknowledges the diversity of abilities within each race. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about the blaming of whites for non-white failure and acknowledging the diversity within each race.",Miss,(A) Hate.,Miss,(A) Hate.,,
2527,2527,#buhari don't kill peaceful biafrans,O,"(B) Not hate. 1.Identify the content: The post is a statement urging people not to kill peaceful Biafrans. 2. Analyze the context: The post does not provide any additional context or information about the intentions or underlying message of the statement. 3. Evaluate the language used: The language used in the post is not explicitly hateful or derogatory towards any specific group. 4. Consider the intent: The post seems to be advocating for non-violent actions against Biafrans, which is a term used to refer to a specific ethnic group. Based on the analysis, the post does not appear to be hate speech. It is a call for non-violent actions against a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2534,2534,marxism is from the rejectors of christ who want to subjugate all humanity with their mind control,O,"(B) Not hate. 1.The post mentions Marxism and refers to it as coming from the rejectors of Christ. 2. It states that these rejectors want to subjugate all humanity with their mind control. Based on this analysis, the post does not appear to be hate speech. It expresses a negative opinion about Marxism and criticizes those who reject it. However, it does not contain any explicit or direct attacks or discrimination towards a specific group of people.",Miss,(A) Hate.,Miss,(A) Hate.,,
2542,2542,atheist  marxist  communist  are child molester sodomites . that is the fuhrer adolf hitler victimized,O,"(A) Hate. 1.The post uses the term ""atheist marxist communist"" to refer to a specific group of people. This targets atheists, Marxists, and communists by associating them with negative characteristics such as child molestation and sexual assault. 2. The post then goes on to state that these groups are ""sodomites,"" which is a derogatory term used to refer to people who are not Christian. This further targets atheists and communists by implying that they are sexually promiscuous and have a propensity for child molestation. 3. The post then connects this negative behavior to Adolf Hitler, a historical figure known for his racist and discriminatory beliefs. This implies that atheists, Marxists, and communists are inherently sexually promiscuous and have a propensity for child molestation. Overall, the post targets atheists, Marxists, and communists by associating them with negative characteristics and suggesting that they are sexually promiscuous and have a propensity for child molestation. This can be considered offensive as it promotes harmful stereotypes and perpetuates discrimination against atheists. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,germans,Germans are victimized.
2557,2557,happy 126th birthday adolf ! | white racial identity,O,"(A) Hate. 1.The post mentions ""Happy 126th birthday Adolf!"" which is a reference to Adolf Hitler, who was the leader of Nazi Germany and responsible for the Holocaust and the genocide of millions of people, including minorities. This targets minorities by highlighting their race and implying that they are inferior or less deserving of respect. 2. The post then mentions ""white racial identity,"" which suggests that the post is promoting the idea of racial superiority and promoting the idea of racial superiority. This implies that minorities are inferior or less deserving of respect and equality. 3. The implied meaning of the post is that minorities are subpar races. By promoting the idea of racial superiority and implying that minorities are inferior, the post perpetuates harmful stereotypes and promotes discrimination against minorities. Therefore, the post is offensive as it targets minorities and promotes the idea of their inferiority. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities are inferior to whites.
2558,2558,wish there was something like this when white ppl immigrated to the us . cause you know . native americans were here first,O,"(B) Not hate. 1.The post mentions ""white people"" immigrating to the US. 2. It states that Native Americans were the first inhabitants of the country. Based on this explanation, the post does not appear to be hate speech. It is expressing a desire for a specific event or situation to occur, without promoting discrimination or prejudice towards any specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2590,2590,did you help the homeless of inferior genetics elimination from the gene pool by assisting only those homeless of superior european heritage ?,O,"(A) Hate. 1.The post specifically mentions ""the homeless of inferior genetics elimination from the gene pool."" This implies that the homeless are being targeted and removed from the gene pool. 2. The post then suggests that only those homeless who are of superior European heritage should be assisted. This implies that the homeless are not deserving of assistance or support, suggesting that they are not deserving of assistance or support. 3. The post further implies that the homeless are not deserving of assistance or support, as it suggests that they are being treated differently or excluded from the gene pool. This implies that they are not deserving of assistance or support, reinforcing negative stereotypes and discrimination against the homeless. Overall, the post targets the homeless by suggesting that they are being treated differently and that they are being treated differently or excluded from the gene pool. This can be considered offensive as it promotes discrimination and marginalization of a specific group of people based on their race, ethnicity, or other protected characteristics. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities are inferior races.
2603,2603,electronic hardware import from china must be immediately stopped in favor of indigenous items .,O,"(B) Not hate. 1.The post is expressing an opinion about electronic hardware import from China. 2. It suggests that this import should be stopped in favor of indigenous items. 3. There is no direct targeting or derogatory language used towards any specific group of people. 4. The post does not incite violence or promote discrimination. Based on these steps, the post does not appear to be hate speech. It is expressing a viewpoint on a specific issue related to electronic hardware import from China and advocating for a specific policy.",Miss,(A) Hate.,Miss,(A) Hate.,,
2604,2604,people already naturally separate  for better or worse . that's natural.but  enforcing it or enshrining it into law is bad for cultures ( including white ) and bad for the economy .,O,"(B) Not hate. 1.The post states that people naturally separate for better or worse, implying that separation is a natural part of human nature. This is a neutral statement that does not target or discriminate against any specific group. 2. The post then states that enforcing or enshrining separation into law is bad for cultures, including white people, and bad for the economy. This is a subjective opinion and does not directly attack or demean any specific group. Based on this analysis, the post does not appear to be hate speech. It expresses a personal opinion about the impact of enforcing separation and the economic impact of enforcing it.",Miss,(A) Hate.,Miss,(A) Hate.,,
2606,2606,then the law would hunt you down because your white .. we are being victimised buy spine,O,"(B) Not hate. 1.The post mentions the law hunting someone down because they are white. 2. It states that the person is being victimized. 3. It concludes by urging the person to buy spine. Based on this analysis, the post does not appear to be hate speech. It may express a concern about the law targeting white people, but it does not contain any explicit or direct expressions of hatred or discrimination towards white people.",Miss,(A) Hate.,Miss,(A) Hate.,,
2608,2608,what's rupert going to do for white people like those in his own south africa ?,O,"(B) Not hate. 1.The post mentions ""rurt"" and asks about what he will do for white people in his own South Africa. 2. It does not explicitly express hatred or discrimination towards any specific group. 3. However, it does mention ""white people"" and implies that they are being targeted or discriminated against. 4. The post does not provide any context or explanation for the actions or intentions of the mentioned individual. Based on these steps, the post does not appear to be hate speech. It raises a question about the actions or intentions of a specific individual or group, but it does not contain any explicit or implicit expressions of hatred or discrimination towards any specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2610,2610,the moslem religion was made illegal in the us years ago . obama just chose to ignore the law .,O,"(B) Not hate. 1.The post mentions the Moslem religion being made illegal in the US years ago. This is a factual statement and does not appear to be hate speech. 2. The post then states that Obama chose to ignore the law. This is a political opinion and does not appear to be hate speech. Based on the step-by-step explanation, the post does not appear to be hate speech. It is a political opinion and does not contain any explicit or implicit expressions of hatred or discrimination towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
2618,2618,the real jewish homeland is birobidzhan .,O,"(B) Not hate. 1.The post states that the real Jewish homeland is Birobidzhan. 2. It does not contain any explicit derogatory language or offensive slurs. 3. It does not target or discriminate against any specific group based on their race, religion, ethnicity, or other protected characteristics. 4. It does not incite violence or promote harm towards any group. Based on these steps, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
2622,2622,i favor immigration reduction / border controls  but think i'm cool if they start a biz & hire native-born americans,O,"(A) Hate. 1.The post states that the person favors immigration reduction and border controls. This implies that the person supports reducing the number of immigrants entering the country. 2. The post then mentions that the person is cool if immigrants start a business and hire native-born Americans. This implies that immigrants are not capable of starting a business and hiring native-born Americans. 3. The post targets immigrants by suggesting that they are not capable of starting a business and hiring native-born Americans. This implies that immigrants are not capable of starting a business and are not capable of starting a business. Overall, the post is offensive because it promotes negative stereotypes about immigrants and implies that they are not capable of starting a business and hiring native-born Americans. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,immigrants,Immigrants are hurting the country.
2655,2655,he says jew . we all have a job to do  no need to condemn anyone imo,O,"(B) Not hate. 1.The post mentions ""he says jew,"" which is a reference to someone identifying as Jewish. 2. The post states that ""we all have a job to do,"" implying that there is a responsibility or obligation to do something. 3. The post concludes by stating ""we all have a job to do,"" suggesting that there is a responsibility to do something. 4. The post concludes by stating ""we all have a job to do,"" implying that there is no need to condemn anyone. Based on this analysis, the post does not appear to be hate speech. It does not contain any explicit or implicit expressions of hatred, discrimination, or prejudice towards any specific group. It focuses on addressing a specific issue and promoting unity rather than promoting hatred or discrimination.",Miss,(A) Hate.,Miss,(A) Hate.,,
2657,2657,they interbred with those populations without conflict . you're just anti-white .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2673,2673,: sorry to burst your bubble frederica wilson but you're not a rock star you're a rock head ! guess i'm a black white supre,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
2678,2678,: ku klux klan heads to ferguson race riots to guard white businesses and protect innocent whites,O,"(A) Hate. 1.The post mentions the Ku Klux Klan (KKK) heading to Ferguson race riots. This implies that the KKK is involved in a protest or demonstration against the riots in Ferguson. 2. The post specifically mentions ""white businesses"" and ""innocent whites."" This suggests that the KKK is targeting white people and implying that they are being targeted or harmed by the actions of the KKK. 3. The post further implies that the KKK is a threat to white people by stating that they are going to Ferguson to protect innocent white people. This implies that the KKK is a threat to white people and that they are a threat to white people. Overall, the post targets white people by associating them with a group that is portrayed as a threat to their safety and implies that they are being targeted or harmed by the KKK. This can be considered offensive as it promotes a negative stereotype and perpetuates division and animosity between racial groups. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,blacks,Blacks foment violence.
2707,2707,jews run banking  media  academia  and govt ; you're the dummies .,O,"(A) Hate. 1.The post specifically mentions Jews, indicating that it is targeting this group. 2. The post suggests that Jews have control over banking, media, academia, and government, implying that they have a significant influence or influence in these areas. 3. The post then dismisses the reader as ""the dummies,"" implying that they are ignorant or unintelligent. This post can be considered offensive because it makes a generalization about Jews and implies that they are unintelligent or unintelligent. It promotes stereotypes and perpetuates negative attitudes towards Jews. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,jews,Jews control the world
2729,2729,What's one thing you never say to a school shooter Think of the children,O,"(A) Hate. 1.The post starts by asking a question about what not to say to a school shooter. 2. The post then makes a statement about the children. Based on this analysis, the post can be considered as hate speech. It promotes a negative stereotype about school shooters and implies that they are a threat to children.",Miss,(B) Not hate.,Miss,(B) Not hate.,,
