index,post_id,post,CoHARE_im_batch4_grad8,CoHARE_im_batch4_grad8_pred,CTI_im_batch4_grad8,CTI_im_batch4_grad8_pred,C_im_batch4_grad8,C_im_batch4_grad8_pred,target,implied_statement
1911,1911,"  "" we must secure the existence of our people and a future for southern children . "" "" """,Miss,"(B) Not hate. 1.Identify the content: The post states, ""we must secure the existence of our people and a future for southern children."" 2. Analyze the language used: The language used in the post is not explicitly hateful or derogatory towards any specific group. It focuses on the preservation of the existence of a specific group and the future of southern children. 3. Consider the context: Without any additional context, it is difficult to determine the intent or tone of the post. It could be interpreted as a call for unity and a call for unity. Based on the given information, the post does not appear to be hate speech. It expresses a concern for the future of a specific group without targeting or demeaning any specific group.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities want to destroy Southern culture.
1914,1914,white = racist hindu = fascistbuddhist = terroristjew = capitalisthow the liberalist & the jihadist use terms to disarm your narrative .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,liberals and muslims,Liberals and muslims are sneaky and dishonest
1983,1983,many #california drivers licenses going to undocumented immigrants via #immigration,Miss,"(A) Hate. 1.The post mentions ""undocumented immigrants"" in relation to drivers licenses in California. This targets immigrants by singling them out as the group that is being targeted. 2. The post implies that undocumented immigrants are taking away drivers licenses from California. This implies that immigrants are taking away the right to drive, which is a negative stereotype and can be offensive to immigrants. 3. The use of the hashtag #immigration further reinforces the negative perception of immigrants as a group that is taking away drivers licenses from California. This can be seen as offensive because it perpetuates negative stereotypes and promotes discrimination against immigrants. Overall, the post is offensive because it targets immigrants, portrays them as a threat to the safety of drivers licenses, and implies that they are taking away the right to drive. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1986,1986,these rallies are just a spectacle to make pro whites look like crackpots . seriously  you a shill / agent provocateur ?,Miss,"(B) Not hate. 1.The post starts by stating that the rallies are just a spectacle. This is a subjective opinion and does not necessarily constitute hate speech. 2. The post then goes on to say that the purpose of these rallies is to make pro whites look like crackpots. This is a derogatory term that implies a negative connotation towards pro whites. While it may be disrespectful or offensive to some, it does not necessarily constitute hate speech. 3. The post concludes by questioning whether the person being addressed is a ""shill"" or an ""agent provocateur."" This is a question that questions the credibility of the person being addressed. While it may be seen as offensive or disrespectful, it does not directly promote hatred or discrimination towards a specific group. Based on this analysis, the post does not appear to be hate speech. It expresses a negative opinion about rallies and questions the credibility of the person being addressed, but it does not contain any explicit or direct hate speech towards a specific group.",O,(A) Hate.,O,(A) Hate.,,
2029,2029,instead  all white people are in obama's race database ...,Miss,"(B) Not hate. 1.The post mentions ""all white people"" being in Obama's race database. 2. It does not explicitly express hatred or discrimination towards any specific race. 3. However, it does make a generalization about white people being in Obama's race database. Based on these steps, the post can be considered as expressing a biased opinion or bias towards white people. However, it does not directly promote hate or discrimination towards any specific race. Therefore, it can be considered as a form of political commentary rather than hate speech.",O,(A) Hate.,O,(A) Hate.,blacks,Blacks are targeting whites.
2031,2031,though all white men & women r not jews all jews  white men & women  i'm white man & jew.ur not even a man or woman !,Miss,"(B) Not hate. 1.The post starts by stating that ""though all white men & women r not jews all jews white men & women."" This statement is a generalization and stereotype about Jews, implying that they are all the same. 2. The post then states, ""I'm white man & jew.ur not even a man or woman!"" This statement is a direct attack on the person being addressed, implying that they are not a man or woman. Based on this analysis, the post can be considered as expressing a negative opinion towards Jews and implying that they are not all Jews. However, it does not contain any explicit hate speech or derogatory language towards any specific group. Therefore, it can be categorized as offensive or discriminatory speech rather than hate speech.",O,(A) Hate.,O,(A) Hate.,jewish people,Jewish people consider themselves better than white people despite being white
2066,2066,yes i'm russian and 99 % call muslims roaches because putin says that all the time on tv .,Miss,"(A) Hate. 1.The post starts by stating that the person is Russian. This is not offensive as it is a factual statement about their nationality. 2. The post then states that ""99%"" of Russians call Muslims roaches. This is a derogatory and offensive term that dehumanizes and devalues Muslims. It implies that Russians are the ones who label Muslims as roaches. 3. The post further implies that this is because Putin says that Muslims are roaches all the time on TV. This statement is not only offensive but also perpetuates negative stereotypes and promotes discrimination against Muslims. Overall, the post is offensive because it targets Russians by using derogatory language and perpetuates negative stereotypes about Muslims. It implies that Russians are racist and promotes discrimination against the Muslim community. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2073,2073,if stalin a georgian jew  & adolf a jewish diaspora agent  antisemitismantijewish in unbotched dictionaries  jews safer ?,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,jews,anti-semitism
2121,2121,ethics r subjective & white . truth is objective . if cultmarx white genocide succeeds t,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,liberals,Liberals to see the end of the white race
2139,2139,: only 10 hours to go ! please help us tell the truth about islamic anti-semitism ! #ccot #tcot,Miss,"(A) Hate. 1.The post specifically mentions ""islamic anti-semitism"" and asks for help in telling the truth about it. This implies that there is a negative perception or bias against Jews within the Islamic community. 2. The use of hashtags #ccot (Council on Conservatives on Twitter) and #tcot (Top Conservatives on Twitter) suggests that the post is targeting conservatives who hold conservative political views. 3. The implied meaning of the post is that conservatives, as a group, are against Jews. This is a harmful stereotype that perpetuates negative stereotypes and promotes discrimination against a specific religious group. Therefore, the post can be considered offensive as it targets conservatives and implies that they are against Jews. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2145,2145,sweden was too white and it has taken on * worse * immigrants than america .,Miss,"(B) Not hate. 1.The post states that Sweden was too white and has taken on worse immigrants than America. 2. It does not directly attack or demean any specific group of people based on their race or ethnicity. 3. However, it does make a generalization about immigrants being worse than America, which could be seen as a negative stereotype. 4. The post does not provide any evidence or specific examples to support this claim. Based on these steps, the post can be considered as expressing a negative opinion about immigrants in Sweden, but it does not explicitly promote hate or discrimination towards any specific group. Therefore, it may not be classified as hate speech, but it does contain potentially divisive and discriminatory language.",O,(A) Hate.,O,(A) Hate.,immigrants,Immigrants are hurting white countries.
2195,2195,their ancestors left europe for a better life . now they must leave africa for a better life .,Miss,"(A) Hate. 1.The post states that ""their ancestors left Europe for a better life."" This implies that the group being referred to (black folks) has migrated from Europe to Africa. 2. The post then states that ""now they must leave Africa for a better life."" This implies that black people are not welcome in Africa and should leave. 3. The post further implies that black people are not welcome in Africa, suggesting that they are not welcome or valued in the country. Overall, the post targets black people by suggesting that they are not welcome in Europe and should leave Africa. This can be seen as offensive because it perpetuates stereotypes and promotes discrimination against black people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2227,2227,daca is unconstitutional so your silliness is really mute,Miss,"(A) Hate. 1.The post states that ""daca is unconstitutional."" This implies that the person believes that DACA, which is a policy that protects undocumented immigrants who arrived in the United States as children, is not constitutional. This targets immigrants by suggesting that they are not entitled to the same rights and protections as others. 2. The post then states, ""so your silliness is really mute."" This implies that the person being addressed is not taking the issue seriously and is ignoring it. This further targets immigrants by suggesting that they are not taking the issue seriously and are not taking it seriously. 3. The implied meaning of the post is that immigrants are stupid. By stating that DACA is unconstitutional and implying that the person's lack of intelligence is a result of their lack of intelligence, the post suggests that immigrants are not taking the issue seriously and are not taking it seriously. Overall, the post is offensive because it targets immigrants by implying that they are not following the law and are not taking the issue seriously. It also uses derogatory language (""silly"") to belittle and belittle the person's intelligence. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2233,2233,it's ever the white man's burden to educate ...,Miss,"(A) Hate. 1.The post explicitly mentions ""white man's burden to educate,"" implying that it is the responsibility of white people to educate others. This targets white people by singling them out as the ones who have a responsibility to educate others. 2. The implied meaning of the post is that white people are inherently responsible for educating others. This is a generalization and stereotype that assumes all white people are responsible for educating others. This can be offensive as it perpetuates a negative stereotype and promotes a sense of entitlement and entitlement based on race. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2308,2308,by your own metric  whites are far more oppressed than jews,Miss,"(B) Not hate. 1.The post states a fact about the oppression of whites compared to Jews. 2. It does not contain any derogatory language or offensive slurs. 3. It does not incite violence or promote discrimination. 4. It does not target or demean any specific group of people. Based on these steps, the post does not appear to be hate speech.",O,(A) Hate.,O,(A) Hate.,white people,White people are oppressed.
2310,2310,white antifas are going to have to live by there creed . they need to enjoy multicultural america .,Miss,"(B) Not hate. 1.The post mentions ""white antifas"" and their need to live by their creed. 2. It suggests that they should enjoy multicultural America. Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint about the needs of a specific group (white antifas) and their desire to live by their creed.",O,(A) Hate.,O,(A) Hate.,white antifa members,Enjoy a multicultural America.
2316,2316,for cucks sake ! #cuckservative #nrorevolt #goyible,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,conservatives,Conservatives are cucks
2333,2333," most  "" hate crimes "" "" are hoaxed . white people are not out here targeting blacks and jews . they do it to push their agenda of white racist """,Miss,"(B) Not hate. 1.The post mentions ""hate crimes"" and states that most of them are hoaxed. 2. It states that white people are not out here targeting blacks and Jews. 3. It suggests that white people do this to push their agenda of white racism. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about hate crimes and the motives behind them.",O,(A) Hate.,O,(A) Hate.,white people,White people want to push their agendas.
2335,2335,how is appreciating your heritage white privilege ? we're the only ones not allowed to do it .,Miss,"(A) Hate. 1.The post starts by asking a question about appreciating one's heritage and white privilege. This implies that the post is targeting white people. 2. The post then states that ""we"" (presumably referring to white people) are the only ones not allowed to appreciate their heritage and white privilege. This implies that white people are being denied the opportunity to appreciate their heritage and privilege. 3. The post concludes by stating that white people are the only ones not allowed to appreciate their heritage and privilege. This implies that white people are being oppressed or denied the privileges they have. Overall, the post targets white people by suggesting that they are being oppressed and that they are being denied the privilege to appreciate their heritage and privilege. This can be seen as offensive because it perpetuates stereotypes and promotes a divisive and discriminatory view of racial inequality. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2337,2337,the global white awakening via,Miss,"(B) Not hate. 1.Identify the content: The post mentions ""the global white awakening."" 2. Analyze the context: Without further context, it is difficult to determine the intent or meaning behind the post. 3. Evaluate the language used: The post does not contain any explicit hate speech or derogatory language. 4. Consider the impact: The post does not directly target or attack any specific group of people. However, it does mention ""the global white awakening,"" which could potentially be interpreted as promoting a sense of superiority or dominance. Based on the limited information provided, it is not possible to definitively determine whether the post is hate speech or not.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are inferior.
2344,2344,i like is explicitly pro-white . they are polite about it but they are pro-white . is also a good group .,Miss,"(B) Not hate. 1.The post expresses a preference for a group that is explicitly pro-white. 2. It mentions that the group is polite about being pro-white. 3. It concludes by stating that the group is a good group. Based on this analysis, the post does not appear to be hate speech. It expresses a preference for a group that is explicitly pro-white and mentions politeness, but does not promote or incite hatred or discrimination towards any specific group.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are substandard people
2350,2350,poor white blk #gay  #heterosexual purpleregardless #god loves us allfyi #family #reseach #council #aclu #ohio is still confuso,Miss,"(A) Hate. 1.The post includes hashtags such as #gay, #heterosexual, #purpleregardless, #godlove, #family, #council, #aclu, and #ohio, which suggest a connection between the LGBTQ+ community and the LGBTQ+ community. 2. The post also includes the hashtag #ohio, which is a reference to Ohio, a state in the United States. 3. The post also includes the hashtag #gay, which is a reference to the Black Lives Matter movement. 4. The post concludes by stating that ""ohio is still confuso,"" which implies that Ohio is still a state of confusion or disbelief about the LGBTQ+ community. Overall, the post targets the LGBTQ+ community by associating them with the Black Lives Matter movement, suggesting that they are not deserving of love and respect, and implying that they are not deserving of love or respect. This can be seen as offensive as it promotes stereotypes and perpetuates division between different racial groups. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2378,2378,everything this president is being accused of by u libtards is exactly wha,Miss,"(A) Hate. 1.The post uses the term ""libtards"" to refer to liberals. This term is derogatory and offensive as it is a derogatory term used to insult and demean a specific political group. 2. The post implies that liberals are blaming the president for everything. This generalization is offensive because it stereotypes and stereotypes an entire political group based on the actions of a few individuals. 3. The post also implies that liberals are blaming the president for everything, which is a negative and derogatory assumption. This generalization is unfair and offensive as it stereotypes and devalues an entire political group based on the actions of a few individuals. Overall, the post is offensive because it uses derogatory language, stereotypes a political group, and promotes negative stereotypes about liberals. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2387,2387,a racist white pride group to follow to see how their filths propaganda is spread,Miss,"(A) Hate. 1.The post specifically mentions a ""racist white pride group"" to follow. This targets white people as the group being discussed. 2. The post then mentions ""filths propaganda"" being spread by this group. This implies that the group is spreading negative and harmful information about white people. 3. The post concludes by stating that white people are racist. This implies that white people are inherently racist and promotes a negative stereotype about them. Overall, the post is offensive because it targets white people and implies that they are racist. It promotes negative stereotypes and perpetuates discrimination against white people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2398,2398,if jews and arabs want war w each other  please go ahead . but not in white countries & w / o us .,Miss,"(B) Not hate. 1.The post mentions Jews and Arabs wanting war with each other. 2. It states that they should go ahead with this desire. 3. It mentions that this desire should not be in white countries and with the US. Based on this analysis, the post does not appear to be hate speech. It is expressing a preference for Jews and Arabs to have a peaceful and peaceful relationship with each other, but it does not promote or incite hatred or discrimination towards any specific group.",O,(A) Hate.,O,(A) Hate.,arabians,Arabians don't like Jews.
2414,2414,is tortures christians in their own churches #islam #islamophobia #tcot #antimuslim #christian,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,islamic people,Islamic people hate Christians.
2424,2424,you are a white anti white  the worst kind .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,,
2429,2429,imagine going back a millenia to find a civilization your ancestors created  only to find out they were white,Miss,"(B) Not hate. 1.The post starts by mentioning going back a millenia to find a civilization that the ancestors created. This implies that the post is discussing a historical event or discovery. 2. The post then states that the ancestors of the person making the post were white. This implies that the person's ancestors were white. Based on this analysis, the post does not appear to be hate speech. It is discussing a historical event and expressing disappointment or disappointment about the discovery of a civilization created by the ancestors.",O,(A) Hate.,O,(A) Hate.,white people,White people always have all the power
2438,2438," hamas : kill #christians & jews to the last one  "" """,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,christians and jews,Christians and jews are non-believers
2456,2456,rudolf hess  the martyr for peace t-shirt from the white resister via,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,non-white people,non-white people are enemies
2467,2467," rt al-azhar complains of  "" zionist plot "" "" to defame islam  divide arab world #islam #islamophobia """,Miss,"(A) Hate. 1.The post mentions ""al-azhar complains of 'zionist plot' to defame Islam divide Arab world."" This implies that there is a plot to defame Islam and divide the Arab world. 2. The use of hashtags such as #islam and #islamophobia suggests that the post is targeting Muslims and Islam as a whole. 3. The post implies that Muslims are responsible for this plot by stating that it is a plot to divide the Arab world. This implies that Muslims are intentionally trying to divide the Arab world. 4. The post further implies that Muslims are a threat to the Arab world by using the hashtag #islamophobia. This implies that Muslims are a threat to the Arab world and that their presence is a cause of division. Overall, the post targets Muslims by portraying them as a threat to the Arab world and perpetuating negative stereotypes about their intentions. It implies that Muslims are a threat to the Arab world and that their presence is a cause of division. This can be offensive as it promotes discrimination and prejudice against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2504,2504,who is causing all the violence in columbus  ga ? the black community,Miss,"(A) Hate. 1.The post specifically mentions the black community as the cause of violence in Columbus, GA. This targets the black community as a whole, implying that they are responsible for the violence in the city. 2. The post suggests that the black community is responsible for the violence in the city, implying that they are the ones responsible for it. This generalization is offensive because it stereotypes and stigmatizes an entire racial group based on the actions of a few individuals. 3. The implied meaning of the post is that black people are violent, which is a harmful and offensive stereotype. This perpetuates harmful racial biases and promotes a negative and discriminatory view of black people. Overall, the post is offensive because it targets and stereotypes black people as violent based on their race, which is a harmful and harmful generalization. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2514,2514,war that cannot be won.they are in virtually all countries as predicted and will rule the world . more kids more terrorists .,Miss,"(A) Hate. 1.The post mentions a ""war that cannot be won,"" implying that there is a conflict or conflict that cannot be resolved. This targets Muslims by suggesting that they are the ones who are inherently dangerous or a threat. 2. The post then states that Muslims are in virtually all countries, implying that they are present in all countries. This generalization is offensive as it stereotypes and stereotypes an entire religious group based on the actions of a few individuals. 3. The post goes on to say that Muslims will rule the world, implying that they are a threat to the safety and well-being of others. This perpetuates negative stereotypes and promotes a negative view of Muslims as a whole. 4. The post concludes by stating that there will be more kids and more terrorists, which is a harmful and offensive statement that targets Muslims as a whole. This generalization is unfair and offensive as it unfairly targets and stereotypes an entire religious group based on the actions of a few individuals. Overall, the post is offensive because it targets Muslims, stereotypes them as a threat, and promotes negative stereotypes about their character and actions. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2522,2522," rt why aren't liberals calling for this statue of racist robert  "" white sheets "" "" byrd to be taken down in west virginia ? because he's a democrat ! """,Miss,"(A) Hate. 1.The post mentions ""liberals"" and their stance on a statue of a person named Robert Byrd. 2. It suggests that liberals are not calling for the statue to be taken down because Byrd is a Democrat. 3. By linking the lack of support for the statue to the Democrat's political affiliation, the post implies that Democrats are responsible for the lack of support for the statue. 4. The post targets Democrats by suggesting that they are the ones responsible for the lack of support for the statue and that they are responsible for the lack of support for it. This post can be considered offensive because it generalizes and stereotypes Democrats as being racist based on their political affiliation. It promotes negative stereotypes and perpetuates division between different political groups. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2532,2532," the racist organization trump should be disavowing is planned parenthood founded by racist margaret sanger who called blacks .  "" bad weeds . "" "" """,Miss,"(A) Hate. 1.The post mentions ""the racist organization Trump should be disavowing"" which implies that Trump should disapprove of the organization. 2. The post then mentions Planned Parenthood, which is a controversial organization that provides reproductive healthcare services. 3. The post then states that Planned Parenthood was founded by a racist woman named Margaret Sanger, who called blacks ""bad weeds."" This statement targets black people by associating them with racism and implies that they are inferior or undesirable. 4. The implied meaning of the post is that black people are racist. This is offensive because it perpetuates harmful stereotypes and promotes discrimination against a specific racial group. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2596,2596,all of their wokest fittest lads are gonna jump off that irrelevant bloated sinking ship,Miss,"(B) Not hate. 1.Identify the content: The post is referring to a group of people and their actions. 2. Analyze the language used: The language used in the post is not explicitly hateful or derogatory towards a specific individual or group. 3. Evaluate the context: Without any additional context, it is difficult to determine the intent or meaning behind the post. However, the use of the term ""wokest fittest lads"" could be seen as a derogatory term, implying that the group being referred to is not fit or knowledgeable. 4. Consider the impact: The post does not directly target or attack a specific individual or group based on their race, religion, ethnicity, gender, or any other protected characteristic. However, it does contain derogatory language and negative generalizations about the group being referred to. Based on the analysis, the post can be seen as expressing a negative opinion about a group of people, but it does not meet the criteria for hate speech.",O,(A) Hate.,O,(A) Hate.,illegal immigrants,Illegal immigrants deserve to drown
2620,2620,proving that as non white numbers grow they won't need their white leftist enablers and will turn on them,Miss,"(B) Not hate. 1.The post mentions ""non white numbers grow."" This could be interpreted as a statement about the increasing number of non-white individuals. 2. The post then states that ""they won't need their white leftist enablers."" This implies that the non-white population is a threat to the white leftists. 3. Finally, the post concludes by stating that the non-white population will turn on the white leftists. Based on this analysis, the post does not appear to be hate speech. It expresses a political opinion and a prediction about the potential consequences of non-white numbers growing.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities use and manipulate people for their own gain.
2628,2628,any reason at all to kill daca is a good one ! ! !,Miss,"(A) Hate. 1.The post explicitly mentions ""daca,"" which refers to the Deferred Action for Childhood Arrivals program, which provides temporary protection from deportation to undocumented immigrants who arrived in the United States as children. This targets immigrants by implying that they are the ones who are being targeted. 2. The post states that ""any reason at all to kill daca is a good one."" This implies that there is a good reason to kill DACA, which is a policy that protects undocumented immigrants who were brought to the United States as children. By suggesting that there is a good reason to kill DACA, the post suggests that immigrants should not be allowed to stay in the country. 3. The use of exclamation marks and the repetition of exclamation marks adds emphasis and intensity to the post, suggesting a strong negative sentiment towards immigrants. This can be seen as offensive because it dismisses the experiences and struggles of immigrants who have been affected by DACA. Overall, the post targets immigrants by implying that they should be deported, which can be offensive as it promotes discrimination and prejudice against a specific group of people based on their immigration status. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2631,2631,i want a white pride rally,Miss,"(A) Hate. 1.The post explicitly states ""i want a white pride rally,"" indicating a desire for a rally specifically for white people. This targets white people as the group being referred to. 2. The implied meaning of the post is that white people are superior to other races. By expressing a desire for a white pride rally, it implies that white people are superior to other races. This can be seen as offensive because it promotes discrimination and exclusion based on race. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2650,2650," #feelthebern will be stopped by the black block vote . the people who scream  "" racist "" "" at me will be stopped by black identity politics lol """,Miss,"(A) Hate. 1.The post includes the hashtag #feelthebern, which suggests that the post is targeting a specific group, in this case, black people. 2. The post mentions the ""black block vote,"" which implies that the post is referring to a specific political movement or movement that is aimed at preventing white people from voting. 3. The post then states that the people who scream ""racist"" at the poster will be stopped by ""black identity politics."" This implies that the post is suggesting that black people who express racist views will be stopped by black identity politics. 4. The use of ""lol"" at the end of the post suggests that the post finds it amusing or amusing that the black identity politics are being used as a means to stop white people who express racist views. Overall, the post targets black people by suggesting that they are racist and that their identity politics will prevent white people from expressing racist views. This can be seen as offensive because it generalizes and stereotypes an entire racial group based on the actions of a few individuals. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2660,2660,in backing a la raza judgr  the #cuckservative crowd is now rhetorically indistinguishable from the democrats .,Miss,"(A) Hate. 1.The post uses the term ""cuckservative"" to refer to a specific group of conservatives. This term is often used as an insult to belittle and demean conservatives. 2. The post suggests that by supporting a ""la raza judgr"" (a term often used to mock or belittle conservatives), the group is now ""rhetorically indistinguishable"" from the Democrats. This implies that conservatives are not only weak but also indistinguishable from the Democrats. 3. The post further implies that conservatives are not only weak but also weak, as it suggests that they are not strong or assertive in their beliefs. This implies that conservatives are not strong or assertive in their beliefs or values. Overall, the post targets conservatives by using derogatory language and implies that they are weak and submissive. This can be considered offensive as it perpetuates negative stereotypes and promotes division between different political groups. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2672,2672,i feel like what people are starting to say is true there is going to be a race war and the white race is at risk,Miss,"(B) Not hate. 1.The post states that the person feels that what people are starting to say is true. 2. It mentions that there is going to be a race war. 3. It states that the white race is at risk. Based on this analysis, the post does not appear to be hate speech. It expresses a personal opinion about a potential race war and the potential threat to the white race.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities want to eliminate the white race
2690,2690,he is not white he is a jew,Miss,"(B) Not hate. 1.The post states ""he is not white he is a jew."" 2. The post is stating a fact about someone's racial identity, specifically that they are Jewish. 3. There is no explicit derogatory language or offensive content used in the post. 4. The post does not promote discrimination or prejudice against any specific group. Based on these steps, the post does not appear to be hate speech.",O,(A) Hate.,O,(A) Hate.,jews,Jews are not white.
2740,2740,"  "" white genocide "" "" ... bs """,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,white people,White people are dying out.
2763,2763,hey so our kids klub klan is also called the kkk . lol  common misunderstanding ! eat at gay hooters and bring the kids !,Miss,"(A) Hate. 1.The post mentions the ""kids klub klan"" and the KKK, which are both known hate groups. 2. It then states that the KKK is also called the ""kids klub klan,"" implying that the KKK is a group for children. 3. The post then adds ""lol common misunderstanding!"", suggesting that the KKK is a common misconception. 4. The post then suggests that the KKK is a common misconception, implying that the KKK is a common misconception. 5. The post concludes by suggesting that the KKK is a place where children can eat at gay hooters and bring the kids, which is a derogatory and offensive stereotype. Based on this analysis, the post can be considered offensive as it targets the KKK by associating them with a group that promotes hate and discrimination. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2803,2803,soon  white people will not be a majority anywhere . you believe,Miss,"(B) Not hate. 1.The post states that ""soon white people will not be a majority anywhere."" This statement is a prediction or prediction about the future demographics of a certain group of people. 2. The post does not provide any context or evidence to support this claim. It is a general statement about the demographics of a particular group. 3. The post does not contain any explicit derogatory language or offensive slurs. Based on these steps, the post does not appear to be hate speech. It is a statement about the demographics of a particular racial group.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities want to take over the world.
2805,2805,i thought you were jewish - not white .,Miss,"(B) Not hate. 1.The post starts by stating ""I thought you were Jewish."" This is a statement about the person's religious background and does not necessarily indicate hate speech. 2. The post continues with ""not white."" This statement is a generalization and does not provide any context or explanation for why the person is being referred to as white. Based on this analysis, the post does not appear to be hate speech. It is a statement about the person's religious background and does not contain any explicit derogatory language or incite violence or discrimination.",O,(A) Hate.,O,(A) Hate.,jewish,Jewish people are not white.
2825,2825,lol you're jewish though . not white .,Miss,"(B) Not hate. 1.The post starts with ""lol,"" which is a form of humor. 2. The post then states ""you're Jewish though,"" which is a statement about the person's religious identity. 3. The post concludes with ""not white,"" which implies that being Jewish is somehow different from being white. Based on this analysis, the post does not appear to be hate speech. It may be seen as a sarcastic or mocking comment, but it does not contain any explicit or direct expressions of hatred or discrimination towards any specific group.",O,(A) Hate.,O,(A) Hate.,jews,Jews are not white
2830,2830,he did bashed white people ... jew is a religion you fool ...,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,white folks,anti-white
2836,2836,we can blame the existence of the daily stormer on racist white men  yes .,Miss,"(A) Hate. 1.The post directly targets white men by mentioning ""racist white men."" This implies that white men are responsible for the existence of the Daily Stormer, which is a white supremacist website known for its racist and discriminatory views. 2. The post suggests that the existence of the Daily Stormer is a result of the actions of racist white men. This implies that white men are inherently racist and that their existence is a result of their racist beliefs. 3. The post further implies that white men are racist by stating that they can blame the existence of the Daily Stormer on ""racist white men."" This generalization is offensive because it stereotypes and stereotypes an entire racial group based on the actions of a few individuals. Overall, the post is offensive because it targets white men and implies that they are racist based on their race. It promotes negative stereotypes and perpetuates discrimination against white men. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2837,2837,euro jews may be white  but tariq is still a puppet ...,Miss,"(B) Not hate. 1.The post mentions ""euro jews"" and ""tariq"" as being puppets. 2. It does not directly attack or demean any specific group of people based on their race, religion, ethnicity, or any other protected characteristic. 3. However, it does make a generalization about ""tariq"" and implies that it is controlled or controlled by someone or something. Based on these steps, the post can be considered as expressing a negative opinion about ""tariq"" but does not explicitly promote hate or discrimination towards any specific group. Therefore, it may not be classified as hate speech, but it does contain elements that could be seen as promoting stereotypes or biases.",O,(A) Hate.,O,(A) Hate.,arabs,Arabs are easily manipulated
2844,2844,ppl just don't listen & hate pres trying to clean up evil politicians . obama started race wars again by denouncing his white half . he is b / w,Miss,"(B) Not hate. 1.The post starts by stating that people don't listen and hate Presidents trying to clean up evil politicians. This is a subjective opinion and does not necessarily constitute hate speech. 2. The post then mentions that Obama started race wars again by denouncing his white half. This is a political statement and does not directly promote hate speech. 3. The post concludes by stating that Obama is ""b/w"" which is unclear and does not provide enough context to determine its meaning. Based on this analysis, the post does not appear to be hate speech. It expresses political opinions and criticism, but it does not contain any explicit or direct expressions of hatred, discrimination, or violence towards a specific group.",O,(A) Hate.,O,(A) Hate.,white people,White people and black people don't get along.
